car-type,car-id,total_visit,total_stay_duration,total_stops,total_num_generalgate,total_num_rangerstop,total_num_camping,total_num_rangerbase,total_num_gate
1,20153303063323-954,1,27.761388888888884,6,2,0,2,0,0
1,20153303113325-724,1,122.02388888888889,6,2,0,2,0,0
1,20153303123330-670,1,0.9919444444444444,7,3,0,2,0,0
1,20153304093314-219,1,171.16305555555556,9,3,2,2,0,0
1,20153304103322-48,1,0.8233333333333334,9,3,2,2,0,0
1,20153305023347-977,1,0.8613888888888889,6,2,0,2,0,0
1,20153305063318-469,1,0.5158333333333334,4,2,0,0,0,0
1,20153305073332-375,1,0.07111111111111111,4,0,0,2,0,0
1,20153305123353-662,1,29.43777777777778,12,6,2,2,0,0
1,20153306083350-638,1,0.35944444444444446,2,0,0,0,0,0
1,20153307023330-980,1,0.9491666666666667,6,2,2,0,0,0
1,20153307023355-407,1,163.59555555555556,10,4,2,2,0,0
1,20153307063313-327,1,109.64972222222224,11,5,2,2,0,0
1,20153307083303-133,1,0.9294444444444444,9,5,2,0,0,0
1,20153307093344-612,1,1.6347222222222222,14,6,4,2,0,0
1,20153307123351-488,1,45.43638888888889,14,6,4,2,0,0
1,20153308073320-351,1,25.67,9,3,2,2,0,0
1,20153308083312-291,1,0.495,3,1,0,0,0,0
1,20153308113311-934,1,1.1755555555555555,12,4,4,2,0,0
1,20153308113328-678,1,1.1230555555555555,8,4,2,0,0,0
1,20153309043326-627,1,1.4805555555555556,12,6,2,2,0,0
1,20153309103304-690,1,404.60333333333335,14,6,4,2,0,0
1,20153310023320-488,1,18.20111111111111,13,7,2,2,0,0
1,20153310023331-588,1,0.8380555555555556,7,3,2,0,0,0
1,20153310123348-266,1,0.9411111111111111,9,3,2,2,0,0
1,20153311033321-730,1,18.870555555555555,12,6,2,2,0,0
1,20153311043347-906,1,0.6683333333333333,6,2,0,2,0,0
1,20153311093300-612,1,101.11333333333334,10,4,2,2,0,0
1,20153311113346-259,1,48.811666666666675,11,5,2,2,0,0
1,20153312013302-700,1,0.31027777777777776,2,0,0,0,0,0
1,20153312023359-569,1,225.1969444444444,11,5,2,2,0,0
1,20153312033332-791,1,0.3486111111111111,4,0,0,2,0,0
1,20153312043334-753,1,0.9947222222222222,10,4,2,2,0,0
1,20153312043358-829,1,1.1272222222222221,9,3,2,2,0,0
1,20153312073303-715,1,0.6058333333333333,4,2,0,0,0,0
1,20153312083351-142,1,1.3322222222222222,11,5,2,2,0,0
1,20153313043332-986,1,236.0361111111111,12,6,2,2,0,0
1,20153314043314-37,1,115.3575,11,5,2,2,0,0
1,20153314083334-485,1,0.4955555555555556,6,2,2,0,0,0
1,20153314093359-325,1,0.8477777777777777,7,3,2,0,0,0
1,20153315023344-959,1,0.5133333333333333,4,2,0,0,0,0
1,20153315033346-643,1,74.84055555555555,11,5,2,2,0,0
1,20153315053331-578,1,8.924166666666666,7,3,0,2,0,0
1,20153315063348-219,1,7.385833333333333,17,9,4,2,0,0
1,20153316013306-455,1,52.769722222222214,10,4,2,2,0,0
1,20153316023336-110,1,1.1658333333333333,9,5,2,0,0,0
1,20153316093326-533,1,0.8813888888888889,7,3,2,0,0,0
1,20153316123340-662,1,74.84694444444445,12,6,2,2,0,0
1,20153317083347-992,1,223.3638888888889,6,2,0,2,0,0
1,20153317103355-433,1,56.138333333333335,7,3,0,2,0,0
1,20153317113300-397,1,52.819166666666675,5,1,0,2,0,0
1,20153317113343-810,1,102.0286111111111,4,0,0,2,0,0
1,20153317123351-161,1,20.577222222222222,12,4,4,2,0,0
1,20153318063343-519,1,62.27055555555555,12,6,2,2,0,0
1,20153319053331-895,1,93.4425,11,5,2,2,0,0
1,20153319103344-890,1,22.265555555555554,11,5,2,2,0,0
1,20153319103348-844,1,0.8075,6,2,0,2,0,0
1,20153320043334-346,1,216.18277777777777,6,2,0,2,0,0
1,20153320073331-255,1,103.74222222222224,13,7,2,2,0,0
1,20153320083339-666,1,123.35555555555555,9,3,2,2,0,0
1,20153320113340-933,1,36.07833333333333,9,3,2,2,0,0
1,20153321033321-89,1,90.87083333333334,7,3,0,2,0,0
1,20153322053343-539,1,118.08833333333334,10,4,2,2,0,0
1,20153322073318-918,1,0.7205555555555555,6,2,0,2,0,0
1,20153322103306-803,1,0.5791666666666667,6,2,2,0,0,0
1,20153323113303-711,1,0.405,2,0,0,0,0,0
1,20153323113346-91,1,2.1213888888888888,16,8,4,2,0,0
1,20153324033357-107,1,1.2069444444444444,9,3,2,2,0,0
1,20153324043332-415,1,1.9091666666666667,20,12,4,2,0,0
1,20153324063314-704,1,0.9280555555555555,8,4,2,0,0,0
1,20153324063329-147,1,24.09611111111111,9,3,2,2,0,0
1,20153324063356-765,1,2.0280555555555555,14,6,4,2,0,0
1,20153324083339-301,1,0.5519444444444445,6,2,0,2,0,0
1,20153325023349-811,1,1.051111111111111,7,3,0,2,0,0
1,20153325073343-313,1,104.61055555555555,9,3,2,2,0,0
1,20153325083340-695,1,2.495,12,6,2,2,0,0
1,20153325123355-404,1,178.26944444444445,16,8,4,2,0,0
1,20153326023327-79,1,1.5375,12,6,2,2,0,0
1,20153326053328-53,1,25.960833333333333,7,3,0,2,0,0
1,20153326053348-223,1,3.4858333333333333,18,10,4,2,0,0
1,20153327123312-509,1,0.8633333333333333,6,2,2,0,0,0
1,20153327123320-68,1,25.300555555555555,9,3,2,2,0,0
1,20153328073330-51,1,33.32555555555555,11,5,2,2,0,0
1,20153329043333-913,1,23.620555555555555,14,6,4,2,0,0
1,20153329043335-963,1,0.36916666666666664,2,0,0,0,0,0
1,20153329073300-377,1,72.59666666666666,11,5,2,2,0,0
1,20153329073354-799,1,6.794722222222222,4,0,0,2,0,0
1,20153329083354-580,1,61.21861111111111,18,10,4,2,0,0
1,20153329123327-162,1,21.18722222222222,12,6,2,2,0,0
1,20153330033330-655,1,1.5172222222222222,16,8,4,2,0,0
1,20153331013314-68,1,0.4275,3,1,0,0,0,0
1,20153331043347-600,1,0.9013888888888889,6,2,0,2,0,0
1,20153331043359-711,1,49.07666666666667,13,7,2,2,0,0
1,20153331073329-860,1,1.9838888888888888,18,10,4,2,0,0
1,20153401083408-692,1,0.6216666666666667,7,3,2,0,0,0
1,20153401123448-154,1,71.35722222222223,6,2,0,2,0,0
1,20153402013445-750,1,54.25611111111111,16,8,4,2,0,0
1,20153402053419-365,1,168.67111111111112,12,6,2,2,0,0
1,20153402063455-599,1,55.419444444444444,5,1,0,2,0,0
1,20153402093448-712,1,56.06277777777779,5,1,0,2,0,0
1,20153402113442-545,1,1.5425,16,8,4,2,0,0
1,20153403093425-594,1,29.02666666666667,16,8,4,2,0,0
1,20153404033401-932,1,0.9427777777777778,6,2,2,0,0,0
1,20153404053446-388,1,90.70722222222223,17,9,4,2,0,0
1,20153404063406-832,1,27.62305555555556,6,2,0,2,0,0
1,20153404073436-211,1,0.5413888888888889,6,2,2,0,0,0
1,20153404113443-239,1,24.389166666666668,18,10,4,2,0,0
1,20153404123427-942,1,213.89583333333334,7,3,0,2,0,0
1,20153405033417-209,1,0.3447222222222222,2,0,0,0,0,0
1,20153405043412-917,1,0.6702777777777778,4,0,0,2,0,0
1,20153405053455-727,1,1.7477777777777779,4,0,0,2,0,0
1,20153406023410-438,1,18.76861111111111,6,2,0,2,0,0
1,20153406063433-934,1,2.8558333333333334,11,5,2,2,0,0
1,20153406103439-495,1,0.4216666666666667,2,0,0,0,0,0
1,20153406113422-942,1,97.0963888888889,6,2,0,2,0,0
1,20153407043429-914,1,47.80916666666667,16,8,4,2,0,0
1,20153407053446-722,1,0.49444444444444446,3,1,0,0,0,0
1,20153407083404-897,1,288.7183333333333,6,2,0,2,0,0
1,20153407113449-132,1,100.4525,14,6,4,2,0,0
1,20153408073457-999,1,0.5694444444444444,4,2,0,0,0,0
1,20153408093405-996,1,99.6588888888889,16,8,4,2,0,0
1,20153409013402-796,1,137.47305555555556,12,6,2,2,0,0
1,20153409093445-142,1,0.5822222222222222,5,1,0,2,0,0
1,20153410013458-539,1,0.9183333333333333,7,3,2,0,0,0
1,20153410073455-798,1,53.32416666666666,7,3,0,2,0,0
1,20153411023411-472,1,30.529722222222222,16,8,4,2,0,0
1,20153411043410-856,1,0.2986111111111111,2,0,0,0,0,0
1,20153411083432-767,1,1.0677777777777777,9,5,2,0,0,0
1,20153411103404-448,1,100.06555555555556,14,6,4,2,0,0
1,20153411103429-694,1,108.42777777777778,11,5,2,2,0,0
1,20153412033403-441,1,260.81583333333333,17,9,4,2,0,0
1,20153412033456-768,1,24.163333333333334,8,4,0,2,0,0
1,20153412083458-7,1,1.9169444444444443,18,10,4,2,0,0
1,20153412103450-486,1,148.67333333333335,11,5,2,2,0,0
1,20153413013448-41,1,1.3202777777777779,9,3,2,2,0,0
1,20153413023435-625,1,68.05972222222222,13,7,2,2,0,0
1,20153413043403-288,1,0.5236111111111111,3,1,0,0,0,0
1,20153413043431-24,1,0.9730555555555556,9,5,2,0,0,0
1,20153413063433-223,1,0.35944444444444446,2,0,0,0,0,0
1,20153414023428-448,1,0.7905555555555556,6,2,0,2,0,0
1,20153414093429-72,1,0.2866666666666667,2,0,0,0,0,0
1,20153414123423-117,1,0.9183333333333333,6,2,2,0,0,0
1,20153414123429-267,1,95.45444444444445,9,3,2,2,0,0
1,20153415023424-597,1,0.9147222222222222,6,2,2,0,0,0
1,20153416023407-833,1,138.63944444444445,7,3,0,2,0,0
1,20153417013432-450,1,0.9480555555555555,7,3,2,0,0,0
1,20153417023410-606,1,0.75,5,1,0,2,0,0
1,20153417043449-622,1,1.3375,13,7,2,2,0,0
1,20153417073459-319,1,5.2380555555555555,11,5,2,2,0,0
1,20153417093416-395,1,0.4572222222222222,3,1,0,0,0,0
1,20153417093447-138,1,1.3297222222222222,8,4,0,2,0,0
1,20153418033431-409,1,26.029722222222222,18,10,4,2,0,0
1,20153419023448-961,1,31.438333333333333,12,4,4,2,0,0
1,20153419053450-999,1,18.683888888888887,13,7,2,2,0,0
1,20153419063412-632,1,40.809444444444445,12,6,2,2,0,0
1,20153419073438-325,1,0.48083333333333333,7,3,2,0,0,0
1,20153421043435-46,1,0.8488888888888889,9,3,2,2,0,0
1,20153421053405-945,1,6.959722222222222,7,3,0,2,0,0
1,20153421053409-684,1,122.13805555555555,16,8,4,2,0,0
1,20153421083449-867,1,0.32916666666666666,2,0,0,0,0,0
1,20153421103406-18,1,2.1686111111111113,16,8,4,2,0,0
1,20153422013411-767,1,0.9575,9,5,2,0,0,0
1,20153422023401-747,1,73.8338888888889,7,3,0,2,0,0
1,20153422043437-184,1,0.32472222222222225,2,0,0,0,0,0
1,20153422043451-66,1,2.2127777777777777,16,8,4,2,0,0
1,20153422113416-107,1,124.02083333333333,17,9,4,2,0,0
1,20153423013440-640,1,21.003888888888888,17,9,4,2,0,0
1,20153423093401-798,1,1.7197222222222222,17,9,4,2,0,0
1,20153424013401-207,1,164.16555555555556,11,5,2,2,0,0
1,20153425013459-560,1,99.24611111111113,12,6,2,2,0,0
1,20153425023446-675,1,24.482222222222223,11,5,2,2,0,0
1,20153425083416-909,1,81.25194444444445,7,3,0,2,0,0
1,20153426053424-13,1,195.23222222222222,12,4,4,2,0,0
1,20153426073428-29,1,3.707777777777778,17,9,4,2,0,0
1,20153427113414-771,1,1.0547222222222221,8,4,2,0,0,0
1,20153428023408-345,1,0.995,7,3,0,2,0,0
1,20153428023453-553,1,0.9019444444444444,7,3,2,0,0,0
1,20153428043416-290,1,0.4905555555555556,7,3,2,0,0,0
1,20153428053423-930,1,6.351666666666667,11,5,2,2,0,0
1,20153428083457-4,1,344.0761111111111,16,8,4,2,0,0
1,20153430063422-994,1,37.405,17,9,4,2,0,0
1,20153430083434-174,1,101.81138888888889,11,5,2,2,0,0
1,20153430123444-403,1,47.415,17,9,4,2,0,0
1,20153431073442-374,1,49.611666666666665,9,3,2,2,0,0
1,20153431103412-743,1,22.689722222222223,12,6,2,2,0,0
1,20153501043545-917,1,0.5869444444444445,5,1,0,2,0,0
1,20153501083518-306,1,26.10638888888889,11,5,2,2,0,0
1,20153501103520-243,1,0.6186111111111111,7,3,2,0,0,0
1,20153502013558-87,1,1.2938888888888889,11,5,2,2,0,0
1,20153502063540-65,1,107.23805555555556,8,4,0,2,0,0
1,20153502063548-280,1,28.755000000000003,7,3,0,2,0,0
1,20153503023514-976,1,1.7675,17,9,4,2,0,0
1,20153503053507-544,1,0.8155555555555556,6,2,2,0,0,0
1,20153504013504-269,1,21.572777777777777,8,4,0,2,0,0
1,20153504013535-186,1,26.512777777777778,16,8,4,2,0,0
1,20153504033551-486,1,52.96527777777778,7,3,0,2,0,0
1,20153504043519-589,1,0.9130555555555555,9,5,2,0,0,0
1,20153504073526-319,1,119.06916666666666,9,3,2,2,0,0
1,20153504093525-994,1,0.7544444444444445,5,1,0,2,0,0
1,20153504103503-465,1,104.86,6,2,0,2,0,0
1,20153505053547-348,1,0.33555555555555555,2,0,0,0,0,0
1,20153505073536-429,1,98.3511111111111,9,3,2,2,0,0
1,20153505093553-28,1,0.9019444444444444,7,3,0,2,0,0
1,20153505103515-843,1,0.7252777777777778,9,3,2,2,0,0
1,20153505103526-82,1,130.39194444444445,8,4,0,2,0,0
1,20153505123531-2,1,96.7927777777778,12,6,2,2,0,0
1,20153506073500-614,1,2.8694444444444445,12,4,4,2,0,0
1,20153506083513-271,1,0.9622222222222222,6,2,2,0,0,0
1,20153507023520-378,1,0.4741666666666667,3,1,0,0,0,0
1,20153507023544-222,1,53.09,11,5,2,2,0,0
1,20153507043529-286,1,183.69222222222223,10,4,2,2,0,0
1,20153507063538-340,1,0.28944444444444445,2,0,0,0,0,0
1,20153508033513-874,1,26.50888888888889,5,1,0,2,0,0
1,20153508053556-774,1,90.85333333333334,17,9,4,2,0,0
1,20153508083547-956,1,74.77833333333334,6,2,0,2,0,0
1,20153509023509-870,1,0.5133333333333333,4,2,0,0,0,0
1,20153509033522-770,1,101.8211111111111,6,2,0,2,0,0
1,20153509053507-371,1,2.3116666666666665,12,4,4,2,0,0
1,20153509093519-525,1,1.6830555555555555,16,8,4,2,0,0
1,20153509113502-414,1,55.35777777777777,12,6,2,2,0,0
1,20153509123549-969,1,29.569722222222218,11,5,2,2,0,0
1,20153510053553-286,1,3.4555555555555557,17,9,4,2,0,0
1,20153510103502-685,1,168.3,7,3,0,2,0,0
1,20153510113536-637,1,0.2927777777777778,2,0,0,0,0,0
1,20153511023506-639,1,1.8175,17,9,4,2,0,0
1,20153511073523-599,1,7.250555555555556,9,3,2,2,0,0
1,20153511073525-756,1,125.44749999999999,11,5,2,2,0,0
1,20153511093540-438,1,1.506388888888889,11,5,2,2,0,0
1,20153511103533-715,1,0.44722222222222224,6,2,0,2,0,0
1,20153511103539-151,1,1.2438888888888888,9,3,2,2,0,0
1,20153512013534-746,1,0.9505555555555556,11,5,2,2,0,0
1,20153512033519-432,1,0.8338888888888889,6,2,2,0,0,0
1,20153512063509-117,1,31.204166666666666,12,6,2,2,0,0
1,20153512093552-508,1,72.85583333333334,5,1,0,2,0,0
1,20153512103509-707,1,0.29388888888888887,2,0,0,0,0,0
1,20153513123506-982,1,80.39694444444444,18,10,4,2,0,0
1,20153514023510-367,1,17.816944444444445,12,6,2,2,0,0
1,20153514093512-261,1,1.0455555555555556,9,5,2,0,0,0
1,20153514093535-484,1,130.16694444444445,6,2,0,2,0,0
1,20153515033550-824,1,66.31222222222222,12,6,2,2,0,0
1,20153515043554-475,1,0.9083333333333333,9,5,2,0,0,0
1,20153515083525-148,1,1.003611111111111,8,4,2,0,0,0
1,20153515123516-876,1,1.3158333333333334,9,3,2,2,0,0
1,20153516073525-764,1,0.8880555555555556,11,5,2,2,0,0
1,20153516083518-672,1,3.546388888888889,11,5,2,2,0,0
1,20153516083538-63,1,0.41944444444444445,2,0,0,0,0,0
1,20153516103511-94,1,48.36194444444445,16,8,4,2,0,0
1,20153517023507-15,1,334.0311111111111,11,5,2,2,0,0
1,20153517063534-282,1,0.49472222222222223,7,3,2,0,0,0
1,20153518033527-911,1,0.7941666666666667,6,2,0,2,0,0
1,20153518093541-631,1,0.8444444444444444,9,3,2,2,0,0
1,20153518103516-150,1,1.2038888888888888,11,5,2,2,0,0
1,20153518113501-500,1,26.961111111111112,8,4,0,2,0,0
1,20153518113519-608,1,48.90972222222222,11,5,2,2,0,0
1,20153519073502-928,1,3.3419444444444446,16,8,4,2,0,0
1,20153519093544-845,1,261.9219444444444,16,8,4,2,0,0
1,20153519113505-557,1,1.1819444444444445,9,5,2,0,0,0
1,20153519123507-498,1,45.74916666666667,12,6,2,2,0,0
1,20153520013555-33,1,147.19666666666666,11,5,2,2,0,0
1,20153520023501-293,1,0.6222222222222222,7,3,2,0,0,0
1,20153520033505-60,1,40.39388888888889,5,1,0,2,0,0
1,20153520123543-757,1,1.8322222222222222,13,7,2,2,0,0
1,20153521013551-443,1,1.2455555555555555,11,5,2,2,0,0
1,20153521023550-202,1,2.0922222222222224,14,6,4,2,0,0
1,20153521083522-988,1,37.28666666666667,18,10,4,2,0,0
1,20153522043542-504,1,1.0025,6,2,0,2,0,0
1,20153522073506-41,1,49.551944444444445,7,3,0,2,0,0
1,20153523023547-89,1,0.5036111111111111,6,2,2,0,0,0
1,20153523043519-62,1,46.73416666666667,14,6,4,2,0,0
1,20153523073528-837,1,3.8,5,1,0,2,0,0
1,20153523083548-153,1,31.864444444444445,13,7,2,2,0,0
1,20153524013503-520,1,0.5313888888888889,4,2,0,0,0,0
1,20153524043531-670,1,22.25583333333333,9,3,2,2,0,0
1,20153524063556-760,1,38.981944444444444,6,2,0,2,0,0
1,20153524123538-428,1,143.24833333333333,12,6,2,2,0,0
1,20153525013539-635,1,0.6269444444444444,9,3,2,2,0,0
1,20153525013548-615,1,1.7647222222222223,16,8,4,2,0,0
1,20153525043522-499,1,17.184722222222224,12,6,2,2,0,0
1,20153525063534-498,1,4.184722222222222,14,6,4,2,0,0
1,20153526033506-881,1,1.586111111111111,12,6,2,2,0,0
1,20153526043555-14,1,138.0975,12,4,4,2,0,0
1,20153526053522-157,1,0.8705555555555555,6,2,2,0,0,0
1,20153526063512-278,1,52.840833333333336,6,2,0,2,0,0
1,20153526083553-970,1,2.1005555555555557,18,10,4,2,0,0
1,20153526093522-53,1,93.71416666666667,6,2,0,2,0,0
1,20153527043512-521,1,2.227222222222222,17,9,4,2,0,0
1,20153527083531-898,1,105.35694444444445,13,7,2,2,0,0
1,20153528033529-323,1,1.3375,13,7,2,2,0,0
1,20153528073554-422,1,155.58972222222224,17,9,4,2,0,0
1,20153529033559-238,1,142.05666666666667,12,6,2,2,0,0
1,20153529083516-535,1,24.462222222222223,5,1,0,2,0,0
1,20153530063502-239,1,1.066111111111111,8,4,2,0,0,0
1,20153530093500-378,1,24.254722222222224,17,9,4,2,0,0
1,20153531103551-510,1,31.684722222222216,17,9,4,2,0,0
1,20153601023624-894,1,243.25333333333333,5,1,0,2,0,0
1,20153601083623-683,1,70.16499999999999,12,4,4,2,0,0
1,20153601093619-939,1,69.77305555555556,14,6,4,2,0,0
1,20153601093644-33,1,33.62722222222222,12,6,2,2,0,0
1,20153601103622-897,1,27.94555555555556,4,0,0,2,0,0
1,20153601123633-561,1,66.68166666666667,8,4,0,2,0,0
1,20153602033634-853,1,20.436666666666667,6,2,0,2,0,0
1,20153602043601-34,1,0.5002777777777778,3,1,0,0,0,0
1,20153602043607-343,1,74.89027777777778,12,6,2,2,0,0
1,20153602053648-835,1,45.405833333333334,11,5,2,2,0,0
1,20153602063625-130,1,4.937222222222222,11,5,2,2,0,0
1,20153602063638-621,1,0.5,6,2,2,0,0,0
1,20153602113611-646,1,1.235,10,4,2,2,0,0
1,20153603013647-781,1,1.1405555555555555,9,5,2,0,0,0
1,20153603023614-793,1,123.8175,11,5,2,2,0,0
1,20153603053623-213,1,90.6438888888889,11,5,2,2,0,0
1,20153603073606-804,1,1.011111111111111,9,5,2,0,0,0
1,20153603073614-148,1,72.79555555555555,11,5,2,2,0,0
1,20153603103631-247,1,0.5002777777777778,7,3,2,0,0,0
1,20153604043601-41,1,0.9122222222222223,8,4,2,0,0,0
1,20153604073602-444,1,129.63944444444445,11,5,2,2,0,0
1,20153604073634-474,1,61.3625,13,7,2,2,0,0
1,20153604113656-45,1,81.76472222222222,12,6,2,2,0,0
1,20153605023617-415,1,30.92888888888889,17,9,4,2,0,0
1,20153605033636-902,1,26.263055555555553,9,3,2,2,0,0
1,20153605083637-818,1,0.5333333333333333,3,1,0,0,0,0
1,20153605103654-343,1,54.39583333333333,6,2,0,2,0,0
1,20153605113620-487,1,55.34638888888889,8,4,0,2,0,0
1,20153606013635-991,1,0.3363888888888889,2,0,0,0,0,0
1,20153606043644-52,1,1.0952777777777778,10,4,2,2,0,0
1,20153606073630-948,1,0.8691666666666666,6,2,0,2,0,0
1,20153606073638-860,1,2.5833333333333335,17,9,4,2,0,0
1,20153606073651-676,1,1.6255555555555556,11,5,2,2,0,0
1,20153606073656-187,1,107.31222222222222,7,3,0,2,0,0
1,20153606103657-307,1,55.985555555555564,11,5,2,2,0,0
1,20153606123604-841,1,26.923333333333332,18,10,4,2,0,0
1,20153607053640-189,1,1.6283333333333334,12,6,2,2,0,0
1,20153607073659-642,1,3.7494444444444444,6,2,0,2,0,0
1,20153607093625-365,1,69.6986111111111,11,5,2,2,0,0
1,20153608073613-642,1,0.4775,7,3,2,0,0,0
1,20153609073641-224,1,1.6066666666666667,12,6,2,2,0,0
1,20153609073654-587,1,177.09166666666667,6,2,0,2,0,0
1,20153609113649-758,1,24.799722222222222,17,9,4,2,0,0
1,20153610123607-900,1,0.8344444444444444,7,3,2,0,0,0
1,20153610123613-496,1,2.3025,17,9,4,2,0,0
1,20153611023638-561,1,0.3388888888888889,2,0,0,0,0,0
1,20153611073650-522,1,0.08638888888888889,4,0,0,2,0,0
1,20153611123659-692,1,2.1616666666666666,18,10,4,2,0,0
1,20153612033615-297,1,22.975277777777777,12,6,2,2,0,0
1,20153612043651-254,1,45.5325,12,4,4,2,0,0
1,20153612073632-445,1,79.88722222222222,9,3,2,2,0,0
1,20153613053658-337,1,118.93555555555555,14,6,4,2,0,0
1,20153613083644-306,1,55.89861111111111,11,5,2,2,0,0
1,20153614113645-637,1,28.301666666666666,11,5,2,2,0,0
1,20153615113653-146,1,0.5461111111111111,7,3,2,0,0,0
1,20153616013642-115,1,0.9544444444444444,6,2,2,0,0,0
1,20153616023622-592,1,0.8122222222222222,6,2,0,2,0,0
1,20153616093612-196,1,177.2863888888889,7,3,0,2,0,0
1,20153616103605-901,1,1.1711111111111112,9,5,2,0,0,0
1,20153617013601-315,1,190.86388888888888,11,5,2,2,0,0
1,20153617073625-500,1,1.6111111111111112,12,6,2,2,0,0
1,20153617103638-247,1,54.486666666666665,11,5,2,2,0,0
1,20153618053610-340,1,407.2611111111111,16,8,4,2,0,0
1,20153618073639-900,1,55.76166666666666,7,3,0,2,0,0
1,20153618103651-556,1,0.55,4,0,0,2,0,0
1,20153618113644-795,1,31.062777777777775,13,7,2,2,0,0
1,20153619053636-962,1,147.47416666666666,11,5,2,2,0,0
1,20153619103622-151,1,23.51861111111111,10,4,2,2,0,0
1,20153619123629-727,1,0.5847222222222223,4,0,0,2,0,0
1,20153620023617-93,1,0.9413888888888889,6,2,0,2,0,0
1,20153620033616-263,1,0.5958333333333333,4,2,0,0,0,0
1,20153620053622-72,1,46.823055555555555,17,9,4,2,0,0
1,20153620073607-661,1,1.3158333333333334,9,3,2,2,0,0
1,20153620073655-119,1,79.75777777777778,12,4,4,2,0,0
1,20153620083607-408,1,21.51222222222222,11,5,2,2,0,0
1,20153620083629-759,1,1.6475,12,6,2,2,0,0
1,20153621013605-948,1,1.6505555555555556,12,6,2,2,0,0
1,20153621043654-816,1,0.9261111111111111,7,3,0,2,0,0
1,20153621093642-578,1,1.0047222222222223,9,5,2,0,0,0
1,20153622023640-890,1,0.5366666666666667,9,3,2,2,0,0
1,20153622043643-625,1,22.809444444444445,7,3,0,2,0,0
1,20153622083653-391,1,119.86583333333336,7,3,0,2,0,0
1,20153622093615-832,1,23.005555555555556,7,3,0,2,0,0
1,20153622113605-844,1,132.27583333333334,12,6,2,2,0,0
1,20153622113653-407,1,70.54444444444445,12,4,4,2,0,0
1,20153622123625-953,1,0.4675,6,2,2,0,0,0
1,20153623093654-994,1,2.433611111111111,18,10,4,2,0,0
1,20153623113600-392,1,68.95694444444445,9,3,2,2,0,0
1,20153624053656-871,1,1.0666666666666667,8,4,2,0,0,0
1,20153624073615-56,1,63.905277777777776,12,6,2,2,0,0
1,20153624083613-62,1,0.33361111111111114,2,0,0,0,0,0
1,20153624093600-684,1,107.39194444444446,18,10,4,2,0,0
1,20153624093618-492,1,21.8875,16,8,4,2,0,0
1,20153624093638-216,1,0.9475,6,2,2,0,0,0
1,20153625063605-688,1,159.48805555555555,11,5,2,2,0,0
1,20153626023632-111,1,65.9636111111111,6,2,0,2,0,0
1,20153626023634-935,1,16.886111111111113,11,5,2,2,0,0
1,20153627053602-196,1,9.669722222222223,10,4,2,2,0,0
1,20153627113639-711,1,29.113333333333333,11,5,2,2,0,0
1,20153628043653-891,1,0.2875,2,0,0,0,0,0
1,20153628093659-387,1,56.771944444444436,6,2,0,2,0,0
1,20153629043624-983,1,1.008888888888889,9,3,2,2,0,0
1,20153629053647-857,1,125.65833333333333,9,3,2,2,0,0
1,20153629093621-951,1,48.12083333333333,17,9,4,2,0,0
1,20153630063613-481,1,1.0147222222222223,8,4,2,0,0,0
1,20153630103619-546,1,1.905,12,6,2,2,0,0
1,20153630123652-843,1,0.4608333333333333,6,2,2,0,0,0
1,20153631023614-197,1,1.0966666666666667,6,2,0,2,0,0
1,20153701033700-323,1,0.49722222222222223,3,1,0,0,0,0
1,20153701043709-900,1,123.67611111111111,17,9,4,2,0,0
1,20153701093702-509,1,157.8413888888889,6,2,0,2,0,0
1,20153701113704-354,1,155.76833333333335,12,6,2,2,0,0
1,20153701113748-789,1,101.8513888888889,14,6,4,2,0,0
1,20153701123723-532,1,0.5927777777777777,4,2,0,0,0,0
1,20153702103731-275,1,0.4147222222222222,2,0,0,0,0,0
1,20153703033723-96,1,1.5572222222222223,11,5,2,2,0,0
1,20153703033757-677,1,16.432777777777776,17,9,4,2,0,0
1,20153703073756-936,1,155.3972222222222,11,5,2,2,0,0
1,20153703103702-660,1,0.37277777777777776,2,0,0,0,0,0
1,20153703103703-319,1,0.76,7,3,2,0,0,0
1,20153704013734-599,1,22.815555555555555,6,2,0,2,0,0
1,20153704043754-922,1,0.48777777777777775,6,2,2,0,0,0
1,20153704113707-880,1,175.57611111111112,11,5,2,2,0,0
1,20153704113726-506,1,0.07861111111111112,4,0,0,2,0,0
1,20153704113747-463,1,0.9319444444444445,8,4,0,2,0,0
1,20153705023701-460,1,21.705833333333334,12,6,2,2,0,0
1,20153705073748-632,1,0.42138888888888887,3,1,0,0,0,0
1,20153705093734-951,1,1.9383333333333332,12,6,2,2,0,0
1,20153705103735-214,1,1.0458333333333334,11,5,2,2,0,0
1,20153706033726-232,1,1.1011111111111112,8,4,2,0,0,0
1,20153706063755-802,1,132.51222222222222,11,5,2,2,0,0
1,20153706123711-574,1,0.9777777777777777,9,5,2,0,0,0
1,20153706123753-969,1,129.24027777777778,5,1,0,2,0,0
1,20153707023747-858,1,41.235,7,3,0,2,0,0
1,20153707063710-587,1,72.68833333333332,12,4,4,2,0,0
1,20153707073745-657,1,63.81527777777778,5,1,0,2,0,0
1,20153707103757-720,1,1.9005555555555556,16,8,4,2,0,0
1,20153707123722-164,1,153.94472222222223,6,2,0,2,0,0
1,20153708023749-220,1,46.68527777777778,11,5,2,2,0,0
1,20153708023759-709,1,120.07,9,3,2,2,0,0
